,id,casado,edad,exp_laboral,nivel_gasto,anno_nacimiento,generacion,ingresos_anuales,gasto_medio_mensual_cuota,abandono,dias_como_cliente,camp_anno
0,0.17751041184636743,0.0,0.05128205128205132,0.0,0.0,0.9487179487179489,0.6666666666666666,0.016463207867073587,0.0,0.0,0.43508771929824563,0.0
1,0.28033317908375754,1.0,0.28205128205128205,1.0,0.5,0.717948717948719,1.0,0.8994913530010173,0.0,0.0,0.7456140350877193,0.75
2,0.38315594632114763,1.0,0.6923076923076923,1.0,0.0,0.30769230769231015,0.3333333333333333,0.352068497795863,0.11764705882352944,0.0,0.6140350877192982,0.25
3,0.4859787135585377,1.0,0.6923076923076923,1.0,1.0,0.30769230769231015,0.3333333333333333,0.5957104103085793,0.11764705882352944,1.0,0.6263157894736842,0.75
4,0.5888014807959279,1.0,0.3076923076923077,1.0,1.0,0.6923076923076934,0.3333333333333333,0.6677941675144117,0.0,1.0,0.4719298245614035,0.0
5,0.6916242480333179,1.0,0.5384615384615384,1.0,0.5,0.46153846153846345,0.3333333333333333,0.3584011529331977,0.0,0.0,0.43508771929824563,0.0
6,0.794447015270708,0.0,0.1923076923076923,0.5,0.0,0.8076923076923102,1.0,0.07529671074940658,0.0,0.0,0.35789473684210527,0.0
7,0.8972697825080981,0.0,0.20512820512820512,0.5,0.0,0.7948717948717956,1.0,0.13425737538148524,0.0,0.0,0.8947368421052632,0.25
8,0.0,1.0,0.6025641025641025,1.0,0.0,0.3974358974358978,0.3333333333333333,0.6903950491692099,0.29411764705882354,1.0,0.2894736842105263,0.0
9,0.08505321610365572,1.0,0.5256410256410257,1.0,0.5,0.47435897435897445,0.3333333333333333,0.716522550016955,0.29411764705882354,0.0,0.7947368421052631,0.75
10,0.09532623785284591,0.0,0.11538461538461542,0.0,0.0,0.8846153846153868,1.0,0.0720668023058664,0.0,0.0,0.7298245614035087,0.75
11,0.1055992596020361,0.0,0.01282051282051283,0.0,0.0,0.987179487179489,0.6666666666666666,0.07480501865038997,0.0,1.0,0.507017543859649,0.125
12,0.11587228135122629,0.0,0.01282051282051283,0.0,0.0,0.987179487179489,0.6666666666666666,0.015217022719565959,0.0,0.0,0.11578947368421053,0.0
13,0.12614530310041647,1.0,0.7307692307692307,1.0,0.0,0.26923076923077005,0.3333333333333333,0.28212953543574093,0.0,0.0,0.7140350877192982,0.75
14,0.13641832484960667,1.0,0.5641025641025641,1.0,0.0,0.4358974358974379,0.3333333333333333,0.950737538148525,0.5294117647058822,0.0,0.6052631578947368,0.75
15,0.14669134659879685,0.0,0.3205128205128205,1.0,0.0,0.6794871794871824,0.3333333333333333,0.2928958969142082,0.0,0.0,0.6649122807017543,0.75
16,0.15696436834798705,0.0,0.1923076923076923,0.5,0.0,0.8076923076923102,1.0,0.15691759918616482,0.0,0.0,0.5228070175438596,0.125
